label,rq,country,n,dbar,dbar_norm,t_hln,p_hln,q_hln
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,IT,127,-0.009847434215119496,-0.014683650639185258,-0.5481409133133079,0.5845649734780314,0.7716257649910014
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,NL,127,-0.004377143894507603,-0.028856793739745944,-0.6106969298336561,0.542500275414147,0.74438707229384
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,PT,127,-0.038437084233734625,-0.05193261165446025,-1.7102724429624794,0.08967672797556059,0.2856253610003368
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,AT,127,-0.01096208356309127,-0.06325185039434442,-2.8288423502163225,0.005437290348617951,0.059810193834797465
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,BE,127,-0.0029019541768576813,-0.01335648567259055,-0.6032025108824502,0.5474582470530864,0.7480795922464536
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,ES,127,-0.010508125785767609,-0.026441350443864964,-1.1321313265031039,0.25972916756489983,0.5390605364554525
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,FI,127,-0.0030960309059601026,-0.01750821207139313,-0.9958681893413647,0.32122285558978847,0.5938573800819619
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,FR,127,-0.003643309835373936,-0.018262997588058202,-0.6650745766195044,0.5072183102625607,0.7292188844010793
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,GR,127,-0.0030136082303804904,-0.0017064599266027683,-0.06566821897730504,0.9477460537519293,0.9807356489307396
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,IE,127,-0.019533716829742948,-0.0473285365474291,-2.653009857568033,0.009004668346990208,0.0757491994047842
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,IT,127,-0.0009063333038270193,-0.0013514466108970097,-0.046107412314126975,0.9632976351169606,0.9865608473053475
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,NL,127,0.0038580479437676086,0.025434597635926415,0.7841897584425429,0.43440053990585037,0.6777880764488446
XM tirex2_cov/ZS/native vs tirex/ZS/native,XM,PT,127,0.017389635457767224,0.023495257328813034,1.3167551335877903,0.1903106702720998,0.4485894370699495
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,AT,127,-0.0016279508487313417,-0.009393369694790338,-0.2271964815532212,0.8206391846170311,0.8997040894472434
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,BE,127,-0.01105016341946041,-0.0508592970105487,-1.2738992086307113,0.20504393091383877,0.46712445684132026
